judul,link,waktu,isi_berita
"Jorge Martin Balas Kritik karena Gabung Yamaha, Sebut Laju Bagus di Aprilia",https://sport.detik.com/moto-gp/d-8617871/jorge-martin-balas-kritik-karena-gabung-yamaha-sebut-laju-bagus-di-aprilia,"Jumat, 14 Agu 2026 09:30 WIB","Jorge Martinmenanggapi dingin kritik yang mempertanyakan keputusannya bergabungYamaha. Martin merespons dengan menyinggung laju bagusnya dengan Aprilia.

Pebalap Spanyol itu dipastikan akan meninggalkanApriliadi akhirMotoGP 2026. Martin telah setuju memperkuat Yamaha pada musim 2027 dan 2028, di mana dia akan bertandem dengan Ai Ogura.

Tidak sedikit yang mengkritik Martin karena memilih Yamaha menyusul performa mengecewakan dalam lima tahun terakhir. Sejak Fabio Quartararo memenangi grand prix di Sachsenring pada 2022, pabrikan Jepang itu belum juara lagi di manapun. Itu berarti, Yamaha sudah lebih dari tiga tahun puasa kemenangan.

Jorge Martinmembela keputusannya tersebut. Kritik serupa pernah dialamatkan kepadaMartinatorketika menyeberang ke Aprilia, setelah sukses menyabet titel juara dunia 2024 bersama Pramac. Namun, sejauh ini Martin mampu membungkam kritik setelah memuncakiklasemen MotoGP 2026sekaligus jadi favorit dalam persaingan titel juara dunia.

Martin pun akan mencoba melakukan hal serupa bersama Yamaha mulai musim depan. ""Aku percaya ada keputusan-keputusan di dalam hidup yang sekadar harus dibuat,"" sebutrider berusia 28 tahun ini.

""Aku selalu membuat keputusan dengan mempertimbangkan yang terbaik untukku dan keluargaku, dan aku percaya ini adalah pilihan terbaik,"" lanjut dia.

""Saat aku bergabung dengan Aprilia, rasanya seperti bencana: 'Kemana kamu akan pergi dengan Aprilia, sebuah tim yang tidak pernah menang?' Tapi, sekarang aku memimpin kejuaraan ini. Musim depan, atau dalam dua tahun, dunia dan semua orang lain bisa megnatakan apa yang mereka mau,"" ceplosJorge MartindiGPOne."
Indonesia Pro-Am: Arena Pegolf Amatir Asah Mental,https://sport.detik.com/sport-lain/d-8617678/indonesia-pro-am-arena-pegolf-amatir-asah-mental,"Jumat, 14 Agu 2026 03:05 WIB","AjangThe Indonesia Pro-Amtidak cuma wadah untuk para pegolf profesional beradu kemampuan. Tapi juga bisa mengasah mental para pemain amatir.

The Indonesia Pro-Am presented by Combiphar & Nomura merupakan kompetisi golf profesional-amatir yang rutin digelar sejak 2023. Untuk tahun ini, Gunung Geulis Country Club, Bogor, ditunjuk lagi jadi venue ajang yang dimulai 19-21 Agustus itu.

Turnamen yang menjadi bagian dari kalender Asian Development Tour (ADT) ini diikuti 100 pegolf profesional dan 100 pegolf amatir dalam kompetisi yang tidak hanya menguji kemampuan, tetapi juga membangun pengalaman dan mentalitas kompetitif.

The Indonesia Pro-Am mempertandingkan kategori individual dan pro-am team, dengan total hadiah buat profesional sebesar 150 ribu dolar AS (Rp 2,67 miliar), yang terdiri dari 125 ribu dolar AS untuk kategori individual dan 25 ribu dolar AS untuk kategori pro-am.

Pada dua putaran pertama, peserta akan bermain di East dan West Course Gunung Geulis sebelum memasuki babak final.

The Indonesia Pro-Am menjadi kesempatan bagi pegolf amatir Indonesia untuk merasakan atmosfer pertandingan bersama para profesional. Dalam tiga edisi sebelumnya, kolaborasi profesional dan amatir juga telah menghasilkan pasangan juara dari Thailand, Malaysia, Australia, dan Indonesia.

Penyelenggaraan tahun ini menjadi semakin istimewa bagi Combiphar, yang pada 2026 merayakan 55 tahun perjalanan sebagai perusahaan yang terus berkomitmen untuk mendorong kehidupan yang lebih sehat melalui semangat ""Championing A Healthy Tomorrow.""

Sebagai salah satu presenting sponsor, keterlibatan Combiphar dalam The Indonesia Pro-Am merupakan bagian dari komitmen jangka panjang perusahaan dalam mendukung perkembangan golf Indonesia. Combiphar sendiri telah mendukung penyelenggaraan event Asian Development Tour di Indonesia sejak 2016.

""Tahun ini sangat spesial bagi Combiphar karena kami merayakan 55 tahun perjalanan. Semangat Championing A Healthy Tomorrow tidak hanya berbicara tentang kesehatan, tetapi juga bagaimana kami dapat menginspirasi masyarakat untuk menjalani gaya hidup yang sehat dan aktif. Melalui The Indonesia Pro-Am, kami ingin memberikan pengalaman kompetitif yang berharga bagi pegolf amatir Indonesia sekaligus terus mendukung para pegolf profesional untuk berprestasi di tingkat internasional,"" ujar Michael Wanandi selaku President Director Combiphar dalam keterangan kepadadetikSport.

Pada edisi perdana 2023, pegolf tuan rumah Kevin Caesario Akbar berhasil menjadi juara meraih prestasi. Belajar dari edisi perdana, Combiphar selaku sponsor selalu antusias memberikan kesempatan yang lebih luas bagi pegolf Indonesia untuk belajar, berkompetisi, dan membangun pengalaman bertanding.

Selain Kevin, pegolf tuan rumah yang patut ditunggu aksinay adalah Naraajie Emerald Ramadhan Putra. Naraajie yang telah mengoleksi tiga gelar ADT sebelumnya berhasil finis T3 dengan skor 14-under pada edisi 2025, hanya terpaut satu pukulan dari juara saat itu, Nopparat Panichphol dari Thailand.

Dengan mempertemukan pemain profesional dan amatir dalam satu kompetisi, The Indonesia Pro-Am diharapkan kembali menjadi panggung penting bagi perkembangan golf Indonesia sekaligus menghadirkan pengalaman kompetitif yang dapat membangun mentalitas juara."
"Kemenpora Raih WTP, Erick Thohir: Bukti Tranformasi Birokrasi Berhasil",https://sport.detik.com/sport-lain/d-8617545/kemenpora-raih-wtp-erick-thohir-bukti-tranformasi-birokrasi-berhasil,"Kamis, 13 Agu 2026 22:05 WIB","Kemenporakembali memperoleh opini Wajar Tanpa Pengecualian (WTP) dariBadan Pemeriksa Keuangan(BPK).Menpora Erick Thohirmenilai capaian tersebut menjadi bukti lain bahwa pembenahan di internal Kemenpora memberikan hasil positif.

""Alhamdulillah kita bertemu BPK, kita dapatkan WTP kembali, dan ini hal yang positif,"" kata Erick dalam keterangan tertulisnya, Kamis (13/8/2026).

Bagi Menpora berusia 56 tahun ini, peningkatan kinerja dan capaian WTP menjadi dua indikator yang menunjukkan berbagai perbaikan terus dilakukan di Kemenpora. Bukti ini sekaligus mengapresiasi kepercayaan Presiden Prabowo Subianto, yang memberikan keleluasaan kepada pihaknya untuk melakukan transformasi birokrasi.

Transformasi birokrasi merupakan salah satu arahan yang diterapkan ke seluruh kementerian dan lembaga. Erick pun bertekad untuk terus menjalankan arahan tersebut dengan melakukan berbagai pembenahan dalam tata kelola pemerintahan.

""Presiden mendorong yang namanya transformasi birokrasi di semua kementerian/lembaga. Alhamdulillah kami juga di Kemenpora melaksanakan arahan dari Presiden dan beliau memberikan keleluasaan untuk kami bertransformasi,"" lanjutnya.

Tak hanya WTP, transformasi yang dilakukan Kemenpora juga terlihat dari peningkatan kinerja yang kini mencapai 83 persen berdasarkan penilaian dari Kemenpan-RB.

""Seperti diinformasikan sebelumnya, contoh kita terjadi peningkatan sekarang mencapai 83 persen. Terima kasih MenPAN-RB yang telah mendampingi kami. Kita akan dorong terus meskipun sudah jauh meningkat,"" pungkas Erick."
"Joan Mir Merasa Kurang Dihargai, meski Pernah Juara Dunia MotoGP",https://sport.detik.com/moto-gp/d-8617375/joan-mir-merasa-kurang-dihargai-meski-pernah-juara-dunia-motogp,"Kamis, 13 Agu 2026 21:20 WIB","Pebalap HondaJoan Mirberstatus sebagai mantan juara duniaMotoGP.Meski demikian, Mir merasa suksesnya itu kurang dihargai.

Mir yang ketika itu menunggangi Suzuki berhasil jadi kampiun MotoGP pada 2020, di tengah pandemi COVID-19. Imbasnya, kejuaraan dipangkas jadi 14 putaran saja.

Pebalap berusia 28 tahun itu memenangi satu balapan, grand prix Eropa, yang digelar di Sirkuit Ricardo Tormo. Sebagai tambahan, Mir naik podium di enam balapan lain termasuk tiga kali finis runner-up.

Mir menyudahi kejuaraan dengan perolehan 171 poin, mengalahkan perlawanan Franco Morbidelli (SRT Yamaha) dengan selisih 13 poin dan rekan setimnya, Alex Rins, yang finis ketiga setelah mengoleksi 139 poin. Musim 2020 juga menandai absen panjang juara bertahan Marc Marquez, karena patah tulang di balapan pertama.

Dengan sukses itu,Joan Mirmasih jadi satu-satunya juara dunia di luar Honda, Yamaha, dan Ducati. Torehan yang berpotensi disamai duo Aprilia Jorge Martin dan Marco Bezzecchi usai menempati posisi dua besar klasemen MotoGP 2026 sementara.

""Aku tidak tahu apakah orang-orang berpikir bahwa aku balapan sendirian di tahun itu, atau apakah jika Anda tidak juara dengan motor Honda, Yamaha, atau Ducati, maka Anda tidak dianggap penting,"" sungut dia kepadaMoto.it.

""Saat aku bergabung dengan Suzuki, aku menyukai tantangan juara dengan Suzuki, yang tidak memenangi titel juara dunia selama lebih dari 20 tahun. Aku ingin melakukan sesuatu yang belum pernah dilakukan siapapun: dan orang-orang, rupanya, tidak terlalu menghargai kemenangan itu, padahal itu mengesankan,"" sengatJoan Mir.

Peruntungan Mir setelah juara MotoGP 2020 terus menurun. Mir menandai dua musim terakhirnya di Suzuki dengan finis ketiga (2021) dan kelima belas (2022). Usai gabung Honda, Mir semakin kesulitan setelah menunaskan kejuaraan di posisi 22 (2023), lalu ke-21 (2024), dan ke-15 pada musim lalu. Sedangkan musim ini, Mir nangkring di urutan 18 klasemen."
Ducati Usai Gagal Total di Inggris: Yang Penting Responsnya!,https://sport.detik.com/moto-gp/d-8617374/ducati-usai-gagal-total-di-inggris-yang-penting-responsnya,"Kamis, 13 Agu 2026 20:20 WIB","CEO DucatiGigi Dall'Ignamengaku tak khawatir dengan kegagalan diMotoGP Inggris 2026.Ducatisiap bangkit di balapan-balapan selanjutnya, mulai dari Aragon.

DuetMarc MarquezdanFrancesco Bagnaiamelempem pada balapan di Silverstone, akhir pekan lalu. Marquez start dari grid enam lalu finis P7 baik di sprint maupun balapan utama, sedangkan nasib lebih apes dialami Bagnaia.

Pebalap Italia itu start ke-16, kemudian jatuh di kedua balapan. Bagnaia terpaksa retired, yang mana gagal mendulang angka untuk kelima kalinya di balapan utama sepanjangMotoGP 2026.

Seri Aragon jadi kesempatan bagus bagiDucatiuntuk bangkit. Pabrikan Italia itu memenangi masing-masing dari empat edisi terakhir, tiga di antaranya dimenangi Marc Marquez (2) dan Bagnaia.

""Silverstone sekali lagi terbukti tidak bisa diprediksi, dengan 12 pemenang dari 12 balapan terakhir,"" tulis Dall'Igna dikutipMarca.""Hal ini menegaskan bahwa itu adalah sirkuit yang sangat sulit dan menantang buat kami: kami mendapatkan akhir pekan yang mengecewakan, yang harus segera dilupakan.""

""Singkatnya, tidak banyak yang bisa dikatakan: kami tidak pernah benar-benar bisa bersaing. Dari kualifikasi sampai balapan grand prix, kami tidak pernah mendapatkan kecepatan yang kompetitif untuk berbagai alasan, dan kami selalu kekurangan perasaan yang tepat dengan motor.""

""Tak ada yang perlu dikhawatirkan. Tidak diragukan lagi, hari-hari yang lebih baik pasti akan datang: yang penting adalah siap ketika momen itu tiba. Toh masih ada banyak balapan di kalender, dan tidak terkelakkan karena setiap orang akan mengalami masa-masa sulit.""

""Di sebuah kejuaraan seketat MotoGP, sukses akan mendatangi mereka yang merespons tantangan dengan cara terbaik,"" cetus Dall'Igna."
"'Anggaran Pelatnas Asian Games Naik, Bukti Komitmen Presiden'",https://sport.detik.com/sport-lain/d-8617358/anggaran-pelatnas-asian-games-naik-bukti-komitmen-presiden,"Kamis, 13 Agu 2026 19:50 WIB","Menpora Erick Thohirmenyebut dukungan anggaran berkelanjutan untuk Pelatnas sudah mulai dikucurkan. Bukan hanya untukAsian Games 2026,tapi Olimpiade 2028 hingga persiapan Olimpiade 2032.

""Persiapan atlet itu harus tahunan. Bahkan untuk Olimpiade 2032 mestinya harus dilakukan hari ini (karena) negara lain sudah melakukan,"" kata Erick dalam keterangan tertulisnya, Kamis (13/8/2026).

Anggaran ini sekaligus menjadi bukti komitmen Presiden Prabowo Subianto dalam membangun prestasi olahraga nasional lewat program pemusatan latihan nasional jangka panjang.

Bukti paling nyata ada di Asian Games 2026 Aichi-Nagoya. Anggaran Pelatnas yang awalnya hanya Rp81 miliar, naik jadi Rp127 miliar. Bahkan, pemerintah kembali menambah Rp95 miliar sehingga totalnya menjadi Rp222 miliar khusus untuk Pelatnas.

Itu belum termasuk Rp61 miliar lain yang disiapkan untuk biaya pemberangkatan kontingen Indonesia ke Jepang.

""Kami bedakan anggaran Pelatnas dan pengiriman kontingen. Tapi ujungnya tetap satu: untuk prestasi terbaik di Asian Games,"" jelas Erick.

Erick Thohirjuga mengapresiasi Menkeu Purbaya Yudhi Sadewa yang mengamini arahan Presiden. Dukungan itu, kata Menpora berusia 56 tahun itu, sudah terasa sejak tahun ini dengan adanya anggaran untuk Olimpiade 2028.

Anggaran SEA Games pun sudah disiapkan dan nilainya akan jauh lebih besar tahun depan.

Erick lantas meminta seluruh pihak menjaga penggunaan anggaran secara transparan dan bertanggung jawab.

""Kita tak boleh menyalahgunakan. Kalau para atlet disunat anggarannya, lapor kita. Nanti kita lapor ke BPKP atau BPK. Kita harus tuntaskan hal korupsi. Kita harus bersih dan perlindungan atlet jadi yang utama.""

Dengan dana besar yang dikucurkan H-1 bulan menuju Asian Games, Erick Thohir berharap seluruh cabor sudah tidak lagi ragu-ragu.Di Asian Games, Indonesia menargetkan empat medali emas. Target itu diharapkan datang salah satunya dari bulutangkis.

""Sudah final. Persiapan cabang olahraga yang selama ini mungkin sudah berjalan tapi masih ragu-ragu, kembali kami bantu,"" ujarnya.

""Bulutangkis, angkat besi, dan panjat tebing kita minta berjibaku. Itu tumpuan kita. Lalu ada cabor lain yang berpotensi perak, siapa tahu bisa naik jadi emas,"" pungkas Erick."
"Marc Marquez Sadar, Tak Bisa Terus Serang Rider Lain Sepanjang Race",https://sport.detik.com/moto-gp/d-8617323/marc-marquez-sadar-tak-bisa-terus-serang-rider-lain-sepanjang-race,"Kamis, 13 Agu 2026 19:35 WIB","Marc Marqueztak meraih hasil maksimal di MotoGP Inggris. Baby Alien sadar sudah tak bisa terus-terusan menyerang rider lain.

Di Sirkuit Silverstone, Inggris, pada akhir pekan lalu, Marc Marquez finis ketujuh saat main race. Sementara di sprint race, pebalap berusia 33 tahun itu menempati posisi kesembilan.

Sempat bersaing di baris terdepan, Marc Marquez kemudian mulai tertinggal. Saat finis, Marc Marquez berjarak 9,550 detik dari Raul Fernandez yang menjadi pemenang main race.

Marc Marquezmengaku beberapa kali berisiko jatuh di tengah balapan MotoGP Inggris. Kondisi lengan kanan rider asal Spanyol itu juga tak maksimal.

Sepanjang kariernya sebagai pebalap, Marc Marquez beberapa kali mengalami masalah lengan kanan. Bahkan, dia sempat absen lama pada musim 2020 sampai awal musim 2021 untuk memulihkan lengan kanannya.

""Anda tidak bisa menyerang di setiap lap. Saya mengerti,"" kata Marc Marquez seperti dikabarkan oleh Marca.

""Ketika tubuh bagian bawah Anda tidak terasa nyaman... itu lebih mudah. Namun ketika tubuh bagian atas yang tidak merasa nyaman, hal terkecil sekalipun bisa membatasi Anda. Itu membatasi Anda karena posisi tubuh Anda tidak lagi berada di posisi yang benar,"" tambahnya.

MotoGP akan lanjut lagi pada 31 Agustus 2026. MampukahMarc Marquezmeraih hasil terbaik saat MotoGP Aragon dipentaskan?"
Jonatan Christie Terima Tawaran PBSI Tampil di Asian Games 2026: Ini Targetnya,https://sport.detik.com/raket/d-8617220/jonatan-christie-terima-tawaran-pbsi-tampil-di-asian-games-2026-ini-targetnya,"Kamis, 13 Agu 2026 18:30 WIB","Jonatan Christie menerima tawaran PBSI untuk tampil di Asian Games 2026. Bagi Jonatan, Ajang olahraga multievent terbesar di Asia itu memang sudah masuk dalam daftar targetnya sejak awal tahun.

Asian Games 2026 akan digelar di Aichi-Nagoya, Jepang, pada 19 September hingga 4 Oktober. Untuk cabang bulutangkis, pertandingan beregu dijadwalkan lebih dulu sebelum nomor perorangan.

PBSI sebelumnya menetapkan kuota 20 atlet bulutangkis untuk Asian Games 2026. Nama-nama resmi atlet yang akan dibawa belum diumumkan, tetapi Jonatan menjadi salah satu pemain non-pelatnas yang mendapat tawaran untuk memperkuat Indonesia.

Jonatan mengungkapkan tawaran tersebut datang langsung dari Kepala Bidang Pembinaan dan Prestasi PBSI, Eng Hian. Komunikasi itu dilakukan sekitar satu bulan lalu.

""Iya, Asian Games ditawarin. Ditelepon Koh Didi (Eng Hian, Kabid Binpres PBSI) itu kayaknya satu bulan lalu. Antara sebelum atau setelah China Open,"" ujar Jonatan saat ditemui di kawasan Kelapa Gading, Jakarta Utara, Kamis (13/8/2026).

Bagi Jonatan, keputusan menerima tawaran tersebut bukan tanpa alasan. Asian Games memang sudah menjadi salah satu target yang disusun bersama timnya sejak awal 2026. Selain Asian Games, Jonatan membidik sejumlah turnamen besar, termasuk All England, Indonesia Open, Kejuaraan Dunia, dan BWF World Tour Finals.

""Asian Games ini salah satu pertandingan besar juga kan. Selain Kejuaraan Dunia. Ini memang goals dari awal tahun. Jadi ya memang mau ikut,"" tegas peraih medali emas Asian Games 2018 itu.

Jonatan sendiri sudah memiliki pengalaman manis di Asian Games. Pada edisi 2018 di Jakarta-Palembang, ia berhasil merebut medali emas tunggal putra. Kini, delapan tahun berselang, Jonatan berpeluang kembali membela Indonesia di ajang yang sama. ""Mudah-mudahan (bisa mengulang 2028),"" kata Jonatan.

Keputusan menerima tawaran Asian Games membuat jadwal Jonatan semakin padat. Sebelum tampil di Aichi-Nagoya, ia harus lebih dulu melewati sejumlah agenda besar.

Kejuaraan Dunia 2026 di India menjadi salah satu tantangan terdekat. Turnamen tersebut berlangsung pada 17-23 Agustus, hanya beberapa pekan sebelum Asian Games. Setelah itu, Jonatan masih memiliki agenda BWF World Tour lainnya, termasuk China Masters.

Namun, pemain yang kini berada di peringkat tiga dunia tersebut memastikan tidak akan memilih-milih turnamen yang diikutinya. ""Saya tetap all out. Saya belajar dari Chou Tien Chen saja lah. Ke mana pokoknya sikat. Latihannya di pertandingan,"" tegas juara Asia 2024 itu.

Sikap tersebut juga menunjukkan ambisi Jonatan untuk tetap kompetitif di tengah padatnya kalender pertandingan. Jonatan sebelumnya memang menjadikan Indonesia Open sebagai salah satu target terbesar pada 2026. Ia bahkan berhasil menembus final di Istora, yang menjadi pencapaian terbaiknya di turnamen tersebut, meski akhirnya harus puas menjadi runner-up setelah kalah dari Victor Lai.

Dengan menerima tawaran PBSI untuk Asian Games 2026, Jonatan kini punya satu target besar tambahan dalam kalendernya. Jika mampu menjaga kondisi fisik dan konsistensi permainan, Jojo berpeluang kembali menjadi salah satu tumpuan Indonesia untuk meraih medali emas di Aichi-Nagoya.

""Nah, sisanya mungkin ada yang kita bagi ke grade 2, grade 3 gitu."""
Kata Jonatan Christie Soal Kecocokan Main di India,https://sport.detik.com/raket/d-8616776/kata-jonatan-christie-soal-kecocokan-main-di-india,"Kamis, 13 Agu 2026 14:50 WIB","Jonatan Christiemengomentari soal kecocokannya main diIndia.Sejauh ini, Jojo sapaan karibnya, dua kali sukses tampil di negeri bollywood tersebut.

Dalam dua edisi India Open 2025 dan 2026, Jonatan berhasil menembus semifinal dan keluar sebagai runner up. Meskipun belum juara, tapi tak salah jika ia disebut cukup cocok main di India.

Bukan tak mungkin, Kejuaraan Dunia yang juga diselenggarakan di New Delhi, India, akan memberikan dampak positif bagi Jonatan.Menanggapi itu, Jonatan enggan mendapatkan label tersebut. Menurutnya, semua itu bergantung pada kondisi dan lawan saat itu.

""Enggak sih. Enggak tahu kenapa bisa. Maksudnya balik lagi, tergantung ketemu musuhnya siapa. Sekali lagi, yang saya bilang itu cocok-cocokkan karena kondisi di India Open tahun ini, dengan India Open tahun lalu, berbeda. Dari besaran stadionnya juga berbeda, feel-nya beda, shuttlecock mungkin sama-sama Yonex,"" kata Jonatan saat ditemui di kawasan Kelapa Gading, Jakarta Utara, Kamis (13/8/2026).

""Namun, feel-nya karena stadionnya besar atau kecil, itu memengaruhi dari mana angin datang, dan segalanya. Jadi, mungkin ketika adaptasi kemarin berjalan baik, atau adaptasi pemain asing tidak berjalan baik, saya tidak tahu bagaimana mereka mengatasinya.""

""Ya, dalam dua tahun terakhir ini puji Tuhan setiap kali saya bermain di India, semuanya oke. Mudah-mudahan di Kejuaraan Dunia, bisa dapat hasil (bagus),"" tuturnya.

Sehubungan itu,Jonatanmenilai pengalamannya main di India sejauh ini selalu bagus. Walaupun sejumlah rekan-rekan sesama pebulutangkis sempat mengalami pengalaman kurang menyenangkan.

""Di India, selalu ada ceritanya sendiri, seperti di mana-mana, entah itu dari stadion, hotel, atau makanan.Jadi, kejuaraan dunia di India cukup menantang. Tapi terakhir di India Open secara keseluruhan oke, dengan pengalaman saya di India Open terakhir cukup baik,"" kata Juara Asian 2024 itu.

""Misalnya, soal makan, mungkin lebih spesifik lagi, saya memutuskan untuk makan, misalnya, di hotel, di mana ada restoran Jepang, saya makan di sana. Atau mungkin kami membawa makanan sendiri dari rumah, dari Jakarta. Jadi lebih meminimalisir makan di luar.""

""Selain itu, dari segi lapangan sendiri, karena India Open tahun ini adalah lapangan kejuaraan dunia. Secara keseluruhan, stadionnya bagus. Tempatnya juga oke. Tapi ya memang dari segi kebersihan, sedikit agak terlalu banyak debu, dan berbagai macam.""

""Dan untuk kejuaraan dunia kali ini, diadakan di tengah tahun. Jadi kondisi India juga lagi tidak dingin, karena awal tahun memang cukup dingin. Ini juga pertama kalinya. Jadi saya tidak tahu seperti apa kondisinya nanti, seperti apa, tapi mudah-mudahan dari pengalaman saya, kami bisa untuk mempersiapkan kejuaraan dunia,"" pungkasnya."
Kejuaraan Dunia Bulutangkis dan Rasa Penasaran Jonatan Christie,https://sport.detik.com/raket/d-8616717/kejuaraan-dunia-bulutangkis-dan-rasa-penasaran-jonatan-christie,"Kamis, 13 Agu 2026 13:50 WIB","Jonatan Christiemenyebut meraih medali diKejuaraan Dunia Bulutangkis 2026menjadi motivasi utamanya saat ini. Jojo penasaran!

Jojo, sapaan karibnya, akan tampil di Kejuaraan Dunia ketujuhnya. Sejak 2018, ia cuma meraih hasil terbaiknya yaitu perempatfinal 2019, 2022, dan 2025. Sisanya dia tersingkir di 64 besar.

Berangkat dari pencapaian itu, Jonatan berharap bisa memutus kegagalannya tersebut dengan meraih medali pada tahun ini.

""Bagi saya pribadi, karena saya masih penasaran dan belum pernah memenangkan medali. Karena hampir beberapa kali, tetapi tidak berhasil. Jadi harapannya minimal mendapat medali,"" kata Jonatan saat ditemui di kawasan Kelapa Gading, Jakarta Utara, Kamis (13/8/2026).

Namun begitu,Jonatan Christiemenyadari keinginan yang besar bisa mempengaruhi fokusnya. Makanya, juara All England 2024 itu akan berupaya untuk mengontrol ambisinya tersebut.

""Karena jika harapan dan keinginan terlalu besar, justru fokusnya bukan pada langkah pertama, langkah demi langkah. Jadi memang harus lebih diredam harapannya,"" tuturnya.

""Bukan untuk mengubur harapan, tetapi untuk mengetahui di mana tujuannya. Tapi untuk saat ini, pertahankan saja harapan itu. Fokusnya adalah pada pertandingan pertama, pertandingan kedua. Jadi, satu per satu.""

Tidak hanya soal fokus pribadi, Jojo juga akan menghadapi rintangan lainnya, baik teknik maupun nonteknis. Mulai dari karakter lawan, kondisi lapangan, angin, hingga shuttlecock.

""Jadi memang siapa yang beradaptasi lebih cepat, saya rasa itu yang bisa. Jadi fokusnya adalah untuk meningkatkan performa secepat mungkin,"" tegas pemain top 3 dunia itu."
Marc Marquez Tak Bisa Kendalikan Lengan Kanan di MotoGP Inggris,https://sport.detik.com/moto-gp/d-8616426/marc-marquez-tak-bisa-kendalikan-lengan-kanan-di-motogp-inggris,"Kamis, 13 Agu 2026 11:30 WIB","Marc Marquez mengungkap kondisi fisiknya setelah menjalani balapan sulit di MotoGP Inggris 2026. Pebalap Ducati itu mengaku sempat tak bisa mengendalikan lengan kanannya saat balapan di Silverstone.

Pernyataan tersebut terungkap dalam konten video Inside Ducati yang diunggah ke YouTube. Dalam video itu, Marc terlihat berbicara kepada tim Ducati setelah menyelesaikan balapan utama di posisi ketujuh.

Marc sebelumnya berharap kondisi lengannya lebih baik setelah jeda musim panas. Namun, MotoGP Inggris justru menjadi salah satu akhir pekan terberatnya sejak menjalani operasi pada Mei untuk mengatasi saraf yang terjepit.

Setelah balapan, Marc menyebut kondisi ban sebenarnya sudah lebih baik dibandingkan saat Sprint. Namun, kondisi fisiknya menjadi persoalan utama.

""Hari ini bannya lebih baik. Secara fisik, saya tidak berada dalam kondisi yang baik,"" kata Marc seperti dilansirCrash.net.

Marc kemudian mengungkap situasi yang lebih mengkhawatirkan. Ia mengaku kehilangan kendali atas lengan kanannya ketika mengendarai motor.

""Saya berada dalam risiko terjatuh. Saya tidak bisa mengendalikan lengan kanan saya.""

Marc juga mengaku sempat kehilangan kendali bagian depan motor di sejumlah tikungan. ""Dibandingkan saat latihan... saya kehilangan kendali bagian depan di Tikungan 1 dan 9. Saya tidak menyukainya.""

MotoGP Inggris menjadi akhir pekan yang sulit bagi Marc. Setelah mengalami penurunan performa ban belakang yang ekstrem pada Sprint, ia hanya mampu finis ketujuh dalam balapan utama.

Marc bahkan hanya menjadi pebalap Ducati terbaik ketiga. Ia berada di belakang Alex Marquez yang finis keempat dan Fabio Di Giannantonio di posisi keenam.

Podium Silverstone dikuasai Aprilia. Raul Fernandez keluar sebagai pemenang, diikuti Jorge Martin dan Marco Bezzecchi.

Hasil tersebut membuat Marc kini tertinggal 40 poin dari Jorge Martin dalam persaingan gelar juara dunia MotoGP 2026."
Menjaring Bibit Atlet Lewat Turnamen Tenis Piala Panglima,https://sport.detik.com/raket/d-8616057/menjaring-bibit-atlet-lewat-turnamen-tenis-piala-panglima,"Kamis, 13 Agu 2026 00:30 WIB","Tentara Nasional Indonesia (TNI) menggelar Open TournamentTenisLapangan Piala Panglima TNI 2026. Ajang ini sekaligus guna menjaring bibit atlet tenis potensial.

Piala Panglima TNI 2026 bergulir pada 6 sampai dengan 14 September dengan total hadiah Rp 500.000.000. Turnamen ini sekaligus menjadi rangkaian menuju HUT TNI ke-81.

""Harapan kami banyak dari para petenis baik itu yang pemula, baik itu yang baru belajar, baik itu yang sudah atlet, baik itu yang sudah berprestasi mari kita sama-sama ikut berserta di dalam pertandingan ini,"" kata Panglima Komando Daerah TNI Angkatan Udara (Pangkodau) I Marsekal Muda TNI Erwin Sugiandi.

Pertandingan ini terbuka untuk umum dan seluruh masyarakat, termasuk yang sudah menjadi atlet. Turnamen akan digelar di enam titik seputar wilayah Halim.

""Nanti, pada akhirnya, siapa yang menang atau berpotensi menjadi atlet tentunya akan kita laporkan ke Pengurus Pusat Pelti (Persatuan Tenis Seluruh Indonesia) sebagai salah satu input maupun masukan atau sebagai salah satu recruitment bahwa kita selain mencari prestasi juga dalam rangka mencari atlet,"" Erwin menjelaskan.

""Tentunya, kalau kita sudah mewadahi, sudah ada eventnya, mudah bagi atlet itu atau mudah dalam rangka mencari penjaringan atlet,"" sambungnya.

Piala Panglima TNI 2026 ini akan mempertandingkan enam kategori, yakni tunggal putra, tunggal putri, ganda putra, ganda putri, ganda campuran, serta pertandingan antara perwira tinggi TNI dan Polri. Awak media juga diminta ikut terlibat dalam pertandingan.

""Selain pertandingan untuk prestasi juga ada pertandingan antarperwira tinggi TNI dan Polri. Jadi, tidak melupakan semangat para Pati walaupun usianya rata-rata sudah lebih dari 50 tahun untuk berprestasi,"" ujar Erwin."
